community_cards_flop,community_cards_turn,community_cards_river,winners,uncalled_amount,pot,profits,players_active,player1_card,player1_action,player2_card,player2_action,player3_card,player3_action,player4_card,player4_action,player5_card,player5_action,player6_card,player6_action
,,,[2],1075,500,"[-50.0, 275.0, 0.0, 0.0, 0.0, -225.0]","[0, 1, 0, 0, 0, 0]","['3h', '4c']",['folds'],"['Th', 'Ah']",['raises 1075 to 1300'],"['Jh', '8c']",['folds'],"['2s', '8d']",['folds'],"['7c', '5h']",['folds'],"['9c', 'Td']","['raises 125 to 225', 'folds']"
"['Tc', '6c', '7s']",['Jh'],['3c'],[2],0,1200,"[-50.0, 625.0, -575.0, 0.0, 0.0, 0.0]","[0, 1, 1, 0, 0, 0]","['Kd', 'Js']",['folds'],"['Ts', '9h']","['calls 125', 'checks', 'checks', 'calls 350', 'checks']","['Qh', 'Kh']","['raises 125 to 225', 'checks', 'bets 350', 'checks']","['Kc', '9d']",['folds'],"['5d', '9s']",['folds'],"['3h', 'Qs']",['folds']
"['Kd', '6h', 'Jc']",['7s'],,[4],1750,4850,"[-50.0, -100.0, 0.0, 2500.0, -2350.0, 0.0]","[0, 0, 0, 1, 0, 0]","['8c', 'As']",['folds'],"['Th', '5d']",['folds'],"['Ks', 'Jh']",['folds'],"['Qh', 'Qc']","['raises 125 to 225', 'raises 1650 to 2350', 'checks', 'bets 1750']","['9h', 'Ah']","['raises 475 to 700', 'calls 1650', 'checks', 'folds']","['7h', '3d']",['folds']
"['Ts', '2d', '7s']",,,[2],390,720,"[-50.0, 385.0, 0.0, 0.0, -335.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Ks', '4s']",['folds'],"['9s', '5s']","['calls 100', 'checks', 'raises 390 to 525']","['3h', '6s']",['folds'],"['Jd', '7d']",['folds'],"['4h', '4c']","['raises 100 to 200', 'bets 135', 'folds']","['8d', 'Qc']",['folds']
,,,[4],100,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['2s', '6d']",['folds'],"['Qh', '3s']",['folds'],"['Js', '3d']",['folds'],"['Ac', 'Ah']",['raises 100 to 200'],"['5c', 'As']",['folds'],"['Th', '8d']",['folds']
"['8s', '4d', '7c']",['Ad'],['2d'],[3],0,2124,"[-887.0, -100.0, 1237.0, 0.0, -250.0, 0.0]","[1, 0, 1, 0, 0, 0]","['Jh', '9h']","['calls 200', 'checks', 'checks', 'bets 637']","['Ac', '7h']",['folds'],"['8c', '8h']","['calls 100', 'calls 150', 'checks', 'checks', 'calls 637']","['Th', 'Jc']",['folds'],"['7s', '9s']","['raises 150 to 250', 'checks', 'checks', 'folds']","['6s', 'Ks']",['folds']
,,,[2],200,200,"[-100.0, 100.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['8s', 'Qh']","['calls 50', 'folds']","['Kh', 'Th']",['raises 200 to 300'],"['Qc', '5c']",['folds'],"['Jh', '2d']",['folds'],"['8d', 'Ts']",['folds'],"['4d', 'Ks']",['folds']
"['2c', '6s', 'Kc']",,,[3],250,500,"[-50.0, -225.0, 275.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Ts', '2d']",['folds'],"['8s', '4s']","['calls 125', 'checks', 'folds']","['Jd', 'Ad']","['raises 125 to 225', 'bets 250']","['4c', '7h']",['folds'],"['4d', '5c']",['folds'],"['Qs', '3d']",['folds']
"['3s', '9c', '2h']",['5c'],['2c'],[1],0,1500,"[750.0, -750.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['9h', 'Ac']","['calls 50', 'checks', 'bets 100', 'calls 250', 'checks', 'calls 300']","['Ts', '9d']","['checks', 'checks', 'raises 250 to 350', 'bets 300']","['Kh', '4h']",['folds'],"['Qs', '7c']",['folds'],"['Th', '8c']",['folds'],"['Jc', '2s']",['folds']
"['8d', '7s', '3s']",,,[6],500,500,"[-50.0, -225.0, 0.0, 0.0, 0.0, 275.0]","[0, 0, 0, 0, 0, 1]","['7h', '4c']",['folds'],"['Ad', '5h']","['calls 125', 'checks', 'folds']","['Kc', 'Qd']",['folds'],"['9h', '2d']",['folds'],"['2h', '8h']",['folds'],"['Ah', '7c']","['raises 125 to 225', 'bets 500']"
"['9h', 'Ts', 'Jh']",['Js'],['2s'],[4],450,800,"[-50.0, -375.0, 0.0, 425.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['3h', '6s']",['folds'],"['5s', '3c']","['calls 100', 'checks', 'checks', 'bets 175', 'folds']","['8d', '2h']",['folds'],"['Kd', 'Td']","['raises 100 to 200', 'checks', 'checks', 'raises 450 to 625']","['Qd', '4d']",['folds'],"['Kc', '7h']",['folds']
"['3s', 'Kc', '4c']",['9h'],['9d'],[2],675,675,"[-225.0, 450.0, 0.0, 0.0, -225.0, 0.0]","[0, 1, 0, 0, 0, 0]","['6d', 'Ad']","['calls 175', 'checks', 'checks', 'checks', 'folds']","['8c', '6h']","['calls 125', 'checks', 'checks', 'bets 675']","['Jd', '2s']",['folds'],"['3d', '5c']",['folds'],"['7d', 'Td']","['raises 125 to 225', 'checks', 'checks', 'folds']","['Qs', '7s']",['folds']
"['As', '3c', '9d']",['6d'],['8d'],[1],100,400,"[200.0, -200.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['9h', '7h']","['calls 50', 'bets 100', 'checks', 'bets 100']","['5c', 'Th']","['checks', 'calls 100', 'checks', 'folds']","['Kh', '8s']",['folds'],"['3d', 'Ks']",['folds'],"['Kd', '5d']",['folds'],"['7c', 'Qd']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['6c', '9d']",['folds'],"['9s', '6d']",[],"['9h', '4h']",['folds'],"['2d', 'Ah']",['folds'],"['4d', '9c']",['folds'],"['2c', 'Qd']",['folds']
,,,[4],125,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['6d', 'Qc']",['folds'],"['7c', 'Ks']",['folds'],"['5s', '6s']",['folds'],"['Kh', 'Jh']",['raises 125 to 225'],"['3s', 'Ac']",['folds'],"['5c', 'Tc']",['folds']
,,,[5],100,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['9d', '8s']",['folds'],"['4d', 'Qc']",['folds'],"['6h', 'Qs']",['folds'],"['5d', 'Kc']",['folds'],"['8c', '9c']",['raises 100 to 200'],"['2d', '3h']",['folds']
"['Kc', '7c', 'Ad']",['7h'],['As'],[2],300,400,"[-200.0, 200.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['9d', '5d']","['calls 50', 'bets 100', 'checks', 'checks', 'folds']","['3s', '3h']","['checks', 'calls 100', 'checks', 'bets 300']","['Qs', '6h']",['folds'],"['9c', 'Qh']",['folds'],"['Qc', '4d']",['folds'],"['2h', 'Kd']",['folds']
"['6c', '8c', '7d']",['Kh'],['Kc'],[1],1050,1400,"[700.0, -700.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Ks', 'Ts']","['raises 200 to 300', 'checks', 'bets 400', 'bets 1050']","['5h', 'Ac']","['calls 200', 'checks', 'calls 400', 'folds']","['8s', 'Qd']",['folds'],"['9h', '4s']",['folds'],"['3c', 'Js']",['folds'],"['6s', '8d']",['folds']
,,,[5],475,600,"[-50.0, -100.0, 0.0, -225.0, 375.0, 0.0]","[0, 0, 0, 0, 1, 0]","['5h', '4c']",['folds'],"['6d', 'Qd']",['folds'],"['Tc', '2d']",['folds'],"['7s', '8s']","['raises 125 to 225', 'folds']","['9h', 'Th']",['raises 475 to 700'],"['7c', 'Ac']",['folds']
"['8c', '7d', '9d']",,,[1],165,550,"[325.0, -100.0, 0.0, 0.0, -225.0, 0.0]","[1, 0, 0, 0, 0, 0]","['6s', '6h']","['calls 175', 'bets 165']","['4d', '2s']",['folds'],"['3d', 'Jh']",['folds'],"['Qh', '3h']",['folds'],"['Ks', 'As']","['raises 125 to 225', 'folds']","['Js', '8d']",['folds']
"['Js', '8d', '5s']",['Qh'],['6d'],[1],500,1000,"[500.0, -500.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['9h', 'Tc']","['raises 150 to 250', 'checks', 'bets 250', 'bets 500']","['2s', '6s']","['calls 150', 'checks', 'calls 250', 'folds']","['Qs', '4c']",['folds'],"['4s', '2c']",['folds'],"['2d', '7c']",['folds'],"['Th', '3s']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Kd', '9s']",['folds'],"['7d', '4h']",['folds'],"['Qh', 'Ah']",['raises 125 to 225'],"['9d', '6d']",['folds'],"['6h', 'Qs']",['folds'],"['9c', '4s']",['folds']
"['Th', '2d', '4c']",,,[1],100,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Tc', 'Ks']","['calls 50', 'bets 100']","['Kh', '5d']","['checks', 'folds']","['4s', '6s']",['folds'],"['8d', '9s']",['folds'],"['4d', 'Jh']",['folds'],"['Kd', '4h']",['folds']
"['4h', '6h', '7c']",['8d'],['6c'],[4],0,1750,"[-50.0, -850.0, 0.0, 900.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0]","['3c', '2s']",['folds'],"['Qd', 'Jh']","['calls 125', 'checks', 'bets 125', 'bets 500']","['8c', 'Jd']",['folds'],"['9c', '9h']","['raises 125 to 225', 'checks', 'calls 125', 'calls 500']","['Kd', '9d']",['folds'],"['Td', 'Qh']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['9d', '5s']",['folds'],"['4d', '6h']",[],"['5d', 'Ah']",['folds'],"['9h', 'Jc']",['folds'],"['Ac', '6d']",['folds'],"['Qd', '8h']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['5c', '7d']",['folds'],"['5h', '7c']",['folds'],"['Qs', 'Js']",['raises 125 to 225'],"['Qh', '3s']",['folds'],"['Qd', '9c']",['folds'],"['2s', 'Qc']",['folds']
"['2s', '4d', 'Jd']",,,[5],150,470,"[-50.0, -210.0, 0.0, 0.0, 260.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Qs', '7d']",['folds'],"['5c', 'Qc']","['calls 110', 'checks', 'folds']","['5s', '3d']",['folds'],"['2h', '4h']",['folds'],"['Ah', 'Jc']","['raises 110 to 210', 'bets 150']","['6c', '8d']",['folds']
"['4d', '7h', '2c']",,,[1],600,1800,"[950.0, -100.0, 0.0, -850.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['6s', '6h']","['raises 640 to 850', 'bets 600']","['2h', 'Ad']",['folds'],"['3c', 'Td']",['folds'],"['Qs', 'Ks']","['raises 110 to 210', 'calls 640', 'folds']","['4s', 'Qc']",['folds'],"['9d', '8c']",['folds']
,,,[2],800,550,"[-50.0, 300.0, 0.0, 0.0, 0.0, -250.0]","[0, 1, 0, 0, 0, 0]","['Ts', '5h']",['folds'],"['9h', 'Th']",['raises 800 to 1050'],"['2d', 'Ac']",['folds'],"['9d', '3c']",['folds'],"['4h', '2c']",['folds'],"['9c', 'Qd']","['raises 150 to 250', 'folds']"
,,,[6],144,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['7s', '8h']",['folds'],"['Kh', '4c']",['folds'],"['4d', '2h']",['folds'],"['7c', 'Jd']",['folds'],"['Td', '4s']",['folds'],"['6s', '6h']",['raises 144 to 244']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3h', '9c']",['folds'],"['4h', 'Qd']",[],"['2h', '6s']",['folds'],"['Kd', '2c']",['folds'],"['4s', 'Kc']",['folds'],"['2d', '7d']",['folds']
,,,[5],525,550,"[-50.0, -100.0, 0.0, -200.0, 350.0, 0.0]","[0, 0, 0, 0, 1, 0]","['3d', 'Qs']",['folds'],"['6h', '8c']",['folds'],"['2s', 'Jc']",['folds'],"['Ts', '9h']","['raises 100 to 200', 'folds']","['Th', 'Kh']",['raises 525 to 725'],"['Ks', '3s']",['folds']
,,,[1],150,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['9c', 'Kd']",['raises 150 to 250'],"['4h', '8c']",['folds'],"['7d', '3d']",['folds'],"['5s', 'Ks']",['folds'],"['Ad', '3s']",['folds'],"['8h', 'Jd']",['folds']
"['8h', 'Ah', '6c']",['Qc'],,[5],880,1110,"[-50.0, -530.0, 0.0, 0.0, 580.0, 0.0]","[0, 0, 0, 0, 1, 0]","['6h', '2d']",['folds'],"['8s', '9h']","['calls 100', 'checks', 'calls 330', 'checks', 'folds']","['Js', '8c']",['folds'],"['4d', '3c']",['folds'],"['Ac', 'Jd']","['raises 100 to 200', 'bets 330', 'bets 880']","['4c', '5d']",['folds']
"['Kd', '4h', '6s']",['4d'],['2d'],[3],0,854,"[-50.0, -100.0, 502.0, 0.0, -352.0, 0.0]","[0, 0, 1, 0, 1, 0]","['9c', '5s']",['folds'],"['3c', '8h']",['folds'],"['Qd', 'Ac']","['raises 110 to 210', 'checks', 'checks', 'calls 142', 'checks']","['7h', 'Ah']",['folds'],"['Js', 'As']","['calls 210', 'checks', 'bets 142', 'checks']","['5c', '7s']",['folds']
"['4s', 'Qc', '5c']",['8d'],,[2],2640,2640,"[-200.0, 1420.0, -1220.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['As', 'Js']","['calls 150', 'checks', 'folds']","['Qd', 'Tc']","['calls 100', 'checks', 'raises 660 to 1020', 'bets 2640']","['Qh', 'Ad']","['raises 100 to 200', 'bets 360', 'calls 660', 'folds']","['Td', '9d']",['folds'],"['5h', 'Jh']",['folds'],"['7d', '3d']",['folds']
"['Tc', '2s', 'Jh']",['4c'],['Td'],[4],0,20050,"[-50.0, -10000.0, 0.0, 10050.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0]","['Qd', 'Jc']",['folds'],"['Qc', 'Kd']","['calls 125', 'checks', 'calls 300', 'checks', 'calls 1650', 'checks', 'calls 7825 and is all-in']","['Jd', 'Ts']",['folds'],"['2d', '2c']","['raises 125 to 225', 'bets 300', 'bets 1650', 'bets 7825 and is all-in']","['Ks', '8h']",['folds'],"['2h', '3d']",['folds']
"['9c', '3c', '3h']",,,[3],950,2700,"[-50.0, -100.0, 1425.0, -1275.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['9h', '6d']",['folds'],"['Tc', 'Kc']",['folds'],"['Jd', 'Jc']","['raises 125 to 225', 'calls 475', 'checks', 'raises 950 to 1525']","['As', 'Kd']","['raises 475 to 700', 'bets 575', 'folds']","['2h', 'Qh']",['folds'],"['2s', '6h']",['folds']
,,,[6],122,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['Th', '4d']",['folds'],"['4h', '3s']",['folds'],"['5h', '3c']",['folds'],"['Ad', '2c']",['folds'],"['7c', '4s']",['folds'],"['Jd', '9c']",['raises 122 to 222']
"['6c', '5h', '7d']",['Td'],['7s'],[5],0,900,"[-50.0, -100.0, -375.0, 0.0, 525.0, 0.0]","[0, 0, 1, 0, 1, 0]","['Th', '8s']",['folds'],"['4h', '8d']",['folds'],"['Ah', 'Ks']","['raises 125 to 225', 'checks', 'calls 150', 'checks', 'checks']","['Js', '4d']",['folds'],"['4s', '4c']","['calls 225', 'bets 150', 'checks', 'checks']","['8h', 'Ad']",['folds']
"['3c', 'Qh', '5c']",['Ac'],,[1],275,400,"[200.0, -200.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Qc', 'Kh']","['calls 50', 'bets 100', 'bets 275']","['9d', '5h']","['checks', 'calls 100', 'folds']","['2d', 'As']",['folds'],"['Jd', '4d']",['folds'],"['Qs', '9h']",['folds'],"['4s', 'Td']",['folds']
,,,[3],100,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['8d', 'Th']",['folds'],"['Ks', '3d']",['folds'],"['Ac', 'Tc']",['raises 100 to 200'],"['3c', '4h']",['folds'],"['4d', '9d']",['folds'],"['8s', '6c']",['folds']
"['Kc', '7d', '2d']",,,[4],250,500,"[-50.0, -225.0, 0.0, 275.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['9d', '2h']",['folds'],"['Ah', 'Tc']","['calls 125', 'checks', 'folds']","['3s', '6s']",['folds'],"['8s', 'Ts']","['raises 125 to 225', 'bets 250']","['Ac', '8h']",['folds'],"['Td', '4c']",['folds']
"['Jh', 'Kd', '3h']",['6h'],['5h'],[3],0,9800,"[-225.0, -225.0, 5125.0, 0.0, 0.0, -4675.0]","[0, 0, 1, 0, 0, 1]","['Ts', '9s']","['calls 175', 'checks', 'folds']","['Jc', 'Td']","['calls 125', 'checks', 'folds']","['2h', 'Ah']","['raises 125 to 225', 'bets 450', 'bets 1200', 'bets 2800']","['3s', '3c']",['folds'],"['7h', '5c']",['folds'],"['8h', '9h']","['calls 225', 'calls 450', 'calls 1200', 'calls 2800']"
"['4d', '9d', '3s']",['9h'],['As'],[5],0,20100,"[-10000.0, -100.0, 0.0, 0.0, 10100.0, 0.0]","[1, 0, 0, 0, 1, 0]","['9s', 'Qs']","['calls 160', 'checks', 'bets 260', 'calls 520', 'checks', 'calls 9010 and is all-in']","['5h', '2c']",['folds'],"['Qh', '2s']",['folds'],"['Th', 'Jd']",['folds'],"['Ac', '9c']","['raises 110 to 210', 'checks', 'raises 520 to 780', 'bets 9010 and is all-in']","['8s', 'Jh']",['folds']
,,,[5],100,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Js', '6s']",['folds'],"['2c', '3s']",['folds'],"['8d', '4s']",['folds'],"['7d', '3h']",['folds'],"['Ts', 'Ad']",['raises 100 to 200'],"['9c', '7c']",['folds']
"['9h', '8c', '2c']",['9c'],,[6],275,550,"[-50.0, -250.0, 0.0, 0.0, 0.0, 300.0]","[0, 0, 0, 0, 0, 1]","['Td', '4c']",['folds'],"['Ad', '2h']","['calls 150', 'checks', 'checks', 'folds']","['3s', '5d']",['folds'],"['3d', '6c']",['folds'],"['Tc', '8s']",['folds'],"['Qd', 'As']","['raises 150 to 250', 'checks', 'bets 275']"
"['7s', '2s', 'Td']",,,[3],405,450,"[-50.0, -200.0, 250.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['5s', '9d']",['folds'],"['5h', '3h']","['calls 100', 'checks', 'folds']","['Jc', 'Js']","['raises 100 to 200', 'bets 405']","['Ad', '8h']",['folds'],"['2c', '7d']",['folds'],"['7c', '9h']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['4s', '5h']",['folds'],"['3c', 'Jc']",[],"['3h', '9c']",['folds'],"['Td', '6s']",['folds'],"['7d', 'Ts']",['folds'],"['4c', 'Kd']",['folds']
"['Qs', '2c', '5c']",['5h'],['2s'],[2],6080,3040,"[-50.0, 1545.0, 0.0, -1495.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['6d', 'Kc']",['folds'],"['Ah', '5d']","['calls 105', 'checks', 'calls 150', 'bets 1140', 'bets 6080']","['7d', '9d']",['folds'],"['As', '4s']","['raises 105 to 205', 'bets 150', 'calls 1140', 'folds']","['7c', '4c']",['folds'],"['8s', '2d']",['folds']
,,,[3],100,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['6d', '9d']",['folds'],"['Qc', '5h']",['folds'],"['4s', '4d']",['raises 100 to 200'],"['3s', 'Th']",['folds'],"['3c', 'Ks']",['folds'],"['5s', 'Jc']",['folds']
,,,[4],110,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['5d', 'Th']",['folds'],"['6s', '8h']",['folds'],"['Qs', '7h']",['folds'],"['Js', 'Jh']",['raises 110 to 210'],"['2h', 'Jd']",['folds'],"['3c', '6h']",['folds']
"['2s', '6s', '7c']",,,[5],225,450,"[-50.0, -200.0, 0.0, 0.0, 250.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Qs', '3c']",['folds'],"['Ah', 'Js']","['calls 100', 'checks', 'folds']","['Kd', '2c']",['folds'],"['8s', '6h']",['folds'],"['6d', 'Ad']","['raises 100 to 200', 'bets 225']","['5d', '8d']",['folds']
,,,[4],150,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['5c', '7d']",['folds'],"['2c', 'Ts']",['folds'],"['4h', 'Tc']",['folds'],"['Jc', 'Qh']",['raises 150 to 250'],"['7s', 'Ac']",['folds'],"['7c', '6d']",['folds']
"['Ts', 'Jd', 'Kd']",,,[2],200,400,"[-200.0, 200.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5h', '2h']","['calls 50', 'bets 100', 'folds']","['9h', 'Qc']","['checks', 'raises 200 to 300']","['Jc', '4s']",['folds'],"['8d', '4h']",['folds'],"['4d', 'Jh']",['folds'],"['2d', 'Kh']",['folds']
"['3c', '6d', 'Kd']",,,[1],720,2400,"[1250.0, -100.0, 0.0, 0.0, 0.0, -1150.0]","[1, 0, 0, 0, 0, 0]","['Ad', 'Kh']","['raises 900 to 1150', 'bets 720']","['Jd', '2d']",['folds'],"['Tc', '9d']",['folds'],"['3d', 'Ks']",['folds'],"['4c', 'Jc']",['folds'],"['7s', '9s']","['raises 150 to 250', 'calls 900', 'folds']"
,,,[4],125,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['6d', 'Ac']",['folds'],"['6c', '4s']",['folds'],"['Qc', '7d']",['folds'],"['Ad', '8d']",['raises 125 to 225'],"['Qh', '3s']",['folds'],"['2c', '5s']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3d', '4s']",['folds'],"['7s', '3s']",[],"['6s', 'Kc']",['folds'],"['2h', 'As']",['folds'],"['4c', 'Ts']",['folds'],"['Qs', '6c']",['folds']
"['Kc', '5s', '8h']",,,[2],500,700,"[-350.0, 350.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['7c', 'Qc']","['calls 50', 'calls 250', 'checks', 'folds']","['As', 'Kh']","['raises 250 to 350', 'bets 500']","['3s', 'Qd']",['folds'],"['Qh', '8s']",['folds'],"['2c', '4s']",['folds'],"['Qs', '2d']",['folds']
,,,[2],200,200,"[-100.0, 100.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3c', '2c']","['calls 50', 'folds']","['Jc', 'Kd']",['raises 200 to 300'],"['6s', '9d']",['folds'],"['Qh', 'Tc']",['folds'],"['2h', '4d']",['folds'],"['8s', '7h']",['folds']
"['Ad', '5s', 'Tc']",['Jd'],['Qc'],[5],1350,1550,"[-50.0, -100.0, -700.0, 0.0, 850.0, 0.0]","[0, 0, 0, 0, 1, 0]","['2h', 'Ac']",['folds'],"['8c', '4s']",['folds'],"['7c', '6c']","['raises 100 to 200', 'calls 500', 'checks', 'checks', 'checks', 'folds']","['2d', 'Jc']",['folds'],"['Kh', 'Ks']","['raises 500 to 700', 'checks', 'checks', 'bets 1350']","['3d', 'Js']",['folds']
,,,[5],125,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['3h', '9c']",['folds'],"['8d', 'Tc']",['folds'],"['3c', '9d']",['folds'],"['Td', '9s']",['folds'],"['Qd', 'Jd']",['raises 125 to 225'],"['Kc', '5s']",['folds']
"['9s', 'Tc', '8s']",['Kc'],['9d'],[1],0,7000,"[3500.0, -3500.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['Ts', 'Td']","['raises 100 to 200', 'calls 550', 'checks', 'raises 1750 to 2750', 'checks', 'checks']","['Jc', 'Jd']","['raises 550 to 750', 'bets 1000', 'calls 1750', 'checks', 'checks']","['3c', '7h']",['folds'],"['5d', '2s']",['folds'],"['5s', 'Qc']",['folds'],"['7s', '9c']",['folds']
"['Qd', '4c', '2c']",['7s'],['2s'],[1],2600,3900,"[2000.0, -100.0, 0.0, 0.0, 0.0, -1900.0]","[1, 0, 0, 0, 0, 0]","['Qc', 'Kd']","['raises 700 to 925', 'checks', 'calls 975', 'checks', 'bets 2600']","['Js', '7d']",['folds'],"['4s', 'Qs']",['folds'],"['9h', 'Ks']",['folds'],"['Jh', '3d']",['folds'],"['9d', 'Jd']","['raises 125 to 225', 'calls 700', 'bets 975', 'checks', 'folds']"
"['Td', 'Th', '8h']",['Kh'],,[6],900,1200,"[-50.0, -100.0, 0.0, 0.0, -525.0, 675.0]","[0, 0, 0, 0, 0, 1]","['5d', 'Ks']",['folds'],"['Qs', '4c']",['folds'],"['Jd', '6s']",['folds'],"['4d', 'Js']",['folds'],"['9c', 'Jc']","['raises 125 to 225', 'checks', 'bets 300', 'folds']","['Ah', '6h']","['calls 225', 'checks', 'raises 900 to 1200']"
,,,[3],100,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Jc', '5h']",['folds'],"['5s', '3d']",['folds'],"['Ts', 'Th']",['raises 100 to 200'],"['2d', 'Kh']",['folds'],"['Qh', '6s']",['folds'],"['9s', '3c']",['folds']
"['8h', '3h', 'Ac']",['8d'],['Js'],[2],200,400,"[-200.0, 200.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['4c', 'Kh']","['calls 50', 'bets 100', 'checks', 'checks', 'folds']","['Jd', '6c']","['checks', 'calls 100', 'checks', 'bets 200']","['2c', 'Qh']",['folds'],"['Jh', '5c']",['folds'],"['6s', '5d']",['folds'],"['Td', '2d']",['folds']
"['3c', 'Jh', '7s']",['Qs'],['Tc'],[3],0,20150,"[-50.0, -100.0, 10150.0, 0.0, 0.0, -10000.0]","[0, 0, 1, 0, 0, 1]","['Js', '2d']",['folds'],"['Th', '4h']",['folds'],"['As', 'Kd']","['raises 125 to 225', 'raises 1175 to 1875', 'calls 8125 and is all-in']","['Ac', '5d']",['folds'],"['Ah', '9c']",['folds'],"['Ks', 'Kh']","['raises 475 to 700', 'raises 8125 to 10000 and is all-in']"
"['9s', 'Th', '5h']",['5c'],['4c'],[6],250,494,"[-50.0, -222.0, 0.0, 0.0, 0.0, 272.0]","[0, 0, 0, 0, 0, 1]","['Kd', '6s']",['folds'],"['Kh', 'Qc']","['calls 122', 'checks', 'checks', 'checks', 'folds']","['9h', '4h']",['folds'],"['Qs', '8h']",['folds'],"['4d', '9c']",['folds'],"['Qh', '9d']","['raises 122 to 222', 'checks', 'checks', 'bets 250']"
